text,complexity,domain,severity,tone,resolution_hint,requires_onsite
"Ugh, SSO is not working on the DevOps dashboard. I'm getting a 'connection refused' error. This has been happening since we upgraded our LDAP server.",moderate,identity_access,medium,panicked,Verify SSO configuration and LDAP server status.,false
"Hi, I'm having trouble accessing my company email. It says my password is incorrect even though I know it's correct.",moderate,identity_access,medium,frustrated,Try reseting your password and re-enter the new one.,false
"I'm having some issues with Okta. I signed in fine this morning, but now it says my MFA code is invalid even though I entered it correctly.",moderate,identity_access,high,calm,Check your phone's time and ensure it's synchronized with Okta.,false
Why do I keep getting locked out of my account?! It happened again today and now I'm late for a meeting. This is ridiculous!,moderate,identity_access,medium,panicked,Check your lockout settings and ensure you're not exceeding the threshold.,false
I'm having trouble logging in to the company portal after updating my phone. Error message says 'invalid credentials'.,moderate,identity_access,medium,frustrated,check password and account lockout status.,false
"Hi, I'm trying to access the shared drive on my work laptop but it says I don't have permissions. What's going on?",moderate,identity_access,high,calm,verify role and group membership.,false
"Ugh, I just got locked out of my account AGAIN. Can someone please help me get back in? I'm getting really fed up with this!",moderate,identity_access,high,panicked,check account lockout logs and review MFA settings.,false
"Hi, I'm getting locked out of my laptop every hour. It says my password is incorrect despite me typing it exactly the same way each time. Can someone help?",moderate,identity_access,medium,frustrated,Check account lockout policies and default domain settings.,false
"Need help with Okta SSO setup. I get an error message saying 'Invalid credentials' when trying to access our company's shared drive. Tried multiple times, but it won't work",moderate,identity_access,high,urgent,Verify Okta configuration and SSO settings with IT.,false
"Hi, I'm having some trouble logging in to our company's AD. It says my password is incorrect, but it was working yesterday. Can someone please help me get back into my account?",moderate,identity_access,medium,calm,Check AD logs and account lockout policies for any issues.,false
"Hi team, having trouble logging in with my corporate email. Keeps saying password incorrect. Tried resetting but same issue.",moderate,identity_access,medium,frustrated,Check password reset process and account lockout policies.,false
"Urgent help needed! New employee's AD account not syncing with Okta. Trying to troubleshoot, but no luck.",moderate,identity_access,high,urgent,Verify user credentials and check AD sync logs for errors.,false
"I'm having trouble accessing a specific SharePoint site. Keep getting access denied, even with correct login details.",moderate,identity_access,medium,calm,Check role membership and permissions for the site.,false
Help! Can't log in to Okta. Error message says 'invalid credentials' even though I'm sure my password is correct. Tried restarting browser and still no luck.,moderate,identity_access,medium,frustrated,Try clearing Okta cache and cookies,false
"Hi, I'm having some issues with my Active Directory login. Whenever I try to log in, it says my account is locked out due to too many failed attempts. However, I know for sure that I've been logging in normally all day.",moderate,identity_access,high,calm,Check account lockout policies and reset password if necessary,false
"OMG, I'm SO ANGRY! Just got locked out of my laptop because MFA kicked in thinking someone else was accessing my account. Never had this issue before... can't even get to the login page now!",moderate,identity_access,high,panicked,Reset MFA device and ensure user is properly authenticated,false
Having trouble logging in to VPN after installing new laptop. Says my AD credentials are invalid.,moderate,identity_access,medium,frustrated,Check account lockouts and MFA configurations.,false
"I'm trying to set up SSO for our dev team, but it's not working. Users are getting errors about role access.",moderate,identity_access,high,urgent,Verify Okta integration and LDAP configurations.,false
Someone changed my account password without telling me! Now I'm locked out of everything.,moderate,identity_access,high,panicked,Check account lockouts and recent login history for suspicious activity.,false
I'm having trouble logging in with my new credentials. I just changed my password but it keeps saying invalid username and password. Please help!,moderate,identity_access,medium,frustrated,Verify new credentials and check for typo,false
We're experiencing issues with account lockouts. Multiple users are getting locked out of their accounts due to incorrect password attempts. Can you investigate?,moderate,identity_access,high,urgent,Check for MFA misconfiguration and account lockout policies,false
"Hi, I'm having trouble accessing our Okta portal. It keeps saying it's not recognized by my company's domain. Can you please help me get access?",moderate,identity_access,medium,calm,Verify Okta configuration and user domain settings,false
"Hello, I'm having trouble logging in to my computer. Keeps saying 'invalid credentials'. Tried restarting but no luck.",moderate,identity_access,medium,frustrated,Check password and account lockout status,false
"I'm trying to set up SSO for our company's new app, but it keeps prompting me for credentials. Any ideas?",moderate,identity_access,high,urgent,Verify Okta configuration and app settings,false
"Account lockout on my laptop! Can't log in. Told me I entered wrong password 3 times. Tried unlocking, but no go.",moderate,identity_access,medium,panicked,Check account lockout policy and recent login history,false
"Hi, I'm unable to log in to my workstation since yesterday. Keeps saying 'invalid username/password' even though it's correct.",moderate,identity_access,medium,frustrated,Verify password is not cached,false
"I'm getting frequent prompts to update my Okta MFA token, but it's already updated. Any ideas what's going on?",moderate,identity_access,medium,calm,Check MFA device status,false
URGENT! Multiple users are reporting they can't access shared drives due to 'access denied' errors. Please help ASAP!,moderate,identity_access,high,urgent,Check AD group membership for affected users,false
 Laptop won't boot after software update. Error message says 'boot sector corrupted'. We have a meeting in an hour and I need it fixed ASAP.,complex,hardware,high,urgent,Check disk for errors and consider bootable USB recovery option,true
Printer is jammed and won't dispense paper. It's been doing this since the office moved to a new building. Anyone have any ideas?,complex,hardware,critical,frustrated,Check for blockages in toner path and update firmware if necessary,true
"Multiple monitors won't sync, displaying different images. It's affecting our entire team's workflow. Can we get some assistance?",complex,hardware,high,calm,Check video output settings and consider updating graphics drivers,true
Printer not printing on main floor due to new software update. Users complaining loudly. Please help ASAP.,complex,hardware,high,urgent,Revert software update or troubleshoot printer settings.,true
"Keyboards on all computers in marketing department stopped working after yesterday's meeting. Trying to find workaround, but not having luck. Thanks!",complex,hardware,critical,frustrated,Check keyboard settings and firmware update.,true
Desktop in data center is overheating. Fans stopped working after last night's power outage. Production at risk if not fixed ASAP.,complex,hardware,high,calm,Inspect and replace fans or adjust cooling settings.,true
My laptop's keyboard is only typing numbers and symbols. Help!,complex,hardware,high,frustrated,Check for stuck keys or keyboard settings.,true
We have a critical issue with our printer fleet. Multiple printers are not printing and we're short-staffed. Urgent assistance required.,complex,hardware,critical,urgent,Verify printer drivers and network connections.,true
I'm really confused... my monitor just went black. The desktop is still on but I can't see anything. Can someone please help me?,complex,hardware,high,confused,Check display settings and video cables.,true
My Dell XPS 15 won't boot up. It just shows a blank screen and no lights. I've tried restarting it multiple times without success.,complex,hardware,critical,frustrated,Check power cord and BIOS settings,true
"I have a conference call in an hour and my laptop's audio isn't working. I've tried restarting it and updating the drivers, but no luck.",complex,hardware,high,urgent,Check audio settings and USB connection,true
"My colleague's workstation has been having issues with the monitor not recognizing the PC. We've tried unplugging and replugging the HDMI cord, but it still doesn't work.",complex,hardware,critical,calm,Check DisplayPort settings and monitor calibration,true
"Printer won't turn on. Tries to print a document, but nothing happens.",complex,hardware,high,frustrated,Check printer power cord and connections,true
"Laptop won't wake up from sleep mode. Tried pressing power button, but nothing happens.",complex,hardware,critical,urgent,Check BIOS settings and battery level,true
"I have a monitor with weird lines and distortions. Tried connecting different cables, but the issue persists.",complex,hardware,high,calm,Check for bent or damaged VGA ports,true
Printer not printing in color despite being configured correctly. Tried replacing toner and restarting printer.,complex,hardware,high,frustrated,Check print settings and driver versions,true
Monitor not turning on after moving to new desk. Previously worked fine. Other monitors work just fine.,complex,hardware,critical,urgent,"Power cord and port check, possible issue with the monitor's settings",true
"Multiple users reporting keyboard issues - stuck keys, weird characters showing up. Tried cleaning but no improvement.",complex,hardware,high,calm,Firmware update or replacement may be necessary,true
My laptop's keyboard is stuck and I'm unable to type properly. I've tried restarting it but the issue persists.,complex,hardware,critical,frustrated,Check for debris or faulty keys,true
I'm experiencing intermittent printing issues with my office printer. It keeps jamming and won't accept paper.,complex,hardware,high,calm,Check toner levels and printer settings,true
Urgent!! Our entire floor is affected by a weird USB hub issue. Can't access any files or devices!,complex,hardware,urgent,panicked,Investigate device compatibility and configuration,true
"Printer won't turn on. Error message says 'unknown device'. Tried unplugging and replugging, still doesn't work",complex,hardware,high,frustrated,Check printer connectivity and driver updates,true
"Multiple laptops are experiencing freezing issues. Users are getting timeouts and crashes. We've tried restarting them, no fix",complex,hardware,critical,urgent,Review system logs for malware or disk errors,true
Monitor not recognizing keyboard input. Display is showing weird color distortion. Happened suddenly without warning,complex,hardware,high,calm,Check cable connections and video settings,true
"Laptop suddenly freezing during presentation, can't recover from restart. Please help.",complex,hardware,critical,frustrated,Verify BIOS settings and try updating drivers.,true
Our entire office is having issues with our USB hubs not recognizing drives. Can't sync files.,complex,hardware,high,calm,Try using a different hub or updating drivers on affected systems.,true
Printer is jammed AGAIN! Can't print anything. This is ridiculous. Please fix ASAP!,complex,hardware,critical,panicked,Check paper tray and adjust rollers if necessary.,true
"Printer not printing to all devices. Tried replacing ink cartridges, still nothing. Help!",complex,hardware,high,frustrated,Check print queue and network settings.,true
I'm experiencing issues with my keyboard. Keys aren't registering properly on multiple machines. Please assist.,complex,hardware,critical,urgent,Try updating drivers and checking for conflicts.,true
"Multiple desktops in our office are experiencing freezes. System won't shut down, just hangs indefinitely. Assistance needed ASAP.",complex,hardware,high,panicked,Check event logs for system crashes and potential malware.,true
"All users are experiencing issues with MFA prompts popping up every 5 minutes. Error message says 'server not responding'. We've tried disabling and re-enabling MFA, but issue persists.",complex,identity_access,high,frustrated,Check MFA server logs for errors or timeouts,false
"Can't log in to Okta as admin due to 'invalid credentials'. We've tried resetting passwords and re-adding accounts, but issue remains.",complex,identity_access,critical,urgent,Verify Okta admin account password or attempt single sign-on reauth,false
"Account lockout for one of our developers, no idea why. User has tried waiting out the timeout but still can't access system.",complex,identity_access,high,calm,Check account lockout policies and verify user's system settings,false
"Account lockouts for devs in production environment. Can't get to code, please help ASAP.",complex,identity_access,high,urgent,Check AD logs for unusual auth attempts,false
Multiple users reporting issues logging in. Getting errors like 'The account has been locked out due to repeated invalid logon attempts'. Need this resolved ASAP.,complex,identity_access,critical,frustrated,Verify user passwords and reset if necessary,false
We're experiencing issues with SSO integration to Okta. Users are getting stuck in a loop when trying to access our app.,complex,identity_access,high,calm,Check Okta logs for authentication errors and adjust settings accordingly,false
User reports frequent account lockouts on multiple computers. Can't seem to find a pattern.,complex,identity_access,high,frustrated,Verify GPO settings and check event logs.,false
Need assistance with Okta MFA issue - users stuck in loop asking for 2nd factor. Can you help?,complex,identity_access,critical,urgent,Check Okta admin dashboard for known issues or recent changes.,false
AD group membership issue. Some users not seeing permissions they should have. Can't figure out why.,complex,identity_access,high,calm,Check group membership against authoritative source and verify inheritance.,false
Error message appears when trying to access shared drive: 'Account lockout policy prevented access'. Happens consistently throughout the day. Please assist.,complex,identity_access,high,frustrated,Check account lockout policies and shared drive permissions,false
"User reports unable to log in after MFA setup. Error message says 'invalid credentials'. We've tried resetting passwords, but no dice.",complex,identity_access,critical,urgent,Verify MFA configuration and reset credentials (if applicable),false
"New employee can't access company software due to Okta issues. Error message says 'user not found'. Tried re-creating profile, but still nothing.",complex,identity_access,high,calm,Check employee's Okta profile and ensure correct login credentials,false
Cannot access HR portal as admin. Error message says 'insufficient rights'. I've checked permissions and it's not making sense.,complex,identity_access,critical,frustrated,Check group membership and ensure correct OU assignment,false
Urgent: Production env is down due to MFA issue. Users can't log in. Please resolve ASAP.,complex,identity_access,high,urgent,Verify Okta SSO configuration and check for any certificate expiration issues,false
"I'm getting weird account lockout messages for users in the engineering department. Nothing changed on our side, so it's not a configuration issue.",complex,identity_access,high,calm,Check LDAP logs and verify sync status with active directory,false
I'm unable to log in to my workstation despite trying multiple passwords. All other users are fine.,complex,identity_access,high,frustrated,Check user's account lockout policies and group membership,false
We're experiencing issues with SSO to our CRM. Users are getting stuck in an infinite login loop.,complex,identity_access,critical,urgent,Verify Okta configuration and network connectivity for all users,false
"I'm getting intermittent errors when trying to access our company's SharePoint site. Sometimes it works, sometimes not.",complex,identity_access,high,confused,Check LDAP queries and user role assignments for affected users,false
"Hi, I'm getting stuck on the new Okta setup. Can't log in with AD credentials",complex,identity_access,high,frustrated,Check Okta integration with AD,false
Production SSO not working after server upgrade. Users can't access apps,complex,identity_access,critical,urgent,Verify SSO config and Kerberos settings,false
Account lockout on a test user due to incorrect password attempts. No idea what's causing it,complex,identity_access,high,confused,Check account lockout policies and AD auditing logs,false
Help! My Active Directory user account is locked out. I've tried resetting my password and it's not working.,complex,identity_access,critical,frustrated,check account lockout policies and reset password via AD console,false
We're experiencing issues with SSO for our Okta integration. Users are getting stuck on the login page.,complex,identity_access,high,calm,check Okta dashboard logs and configuration settings,false
What's going on?! Our MFA setup is completely broken! Users can't get past the login screen.,complex,identity_access,critical,panicked,check MFA server logs and configuration files for errors,false
All domain users experiencing login issues. Says 'invalid username or password'. Error message unclear. Help!,complex,identity_access,high,frustrated,Verify account lockout policies and recent changes,false
Okta SSO not syncing with AD. Around 20 users impacted. Urgent help required!,complex,identity_access,critical,urgent,Check Okta logs for any errors or inconsistencies,false
Role-based access control issue. Users in certain groups not seeing correct folder permissions. Confusing error message: 'Access Denied'.,complex,identity_access,high,calm,Review group membership and permission settings for the affected groups,false
Users are unable to access the HR portal due to ongoing MFA issues. Already tried restarting the service multiple times.,complex,identity_access,high,frustrated,Check auth logs for MFA failures,false
"SSO is not working with our new vendor, causing issues with order fulfillment. Please assist ASAP.",complex,identity_access,critical,urgent,Verify SSO settings with vendor,false
"I'm having trouble accessing our company's Okta portal. It says my password is invalid, but I just reset it yesterday.",complex,identity_access,high,calm,Check account lockout reasons,false
Having trouble with Microsoft Office installation on my new laptop. Keeps saying 'file not found'.,simple,software,low,frustrated,Check file path and permissions.,false
I'm getting an error message when I try to update my Skype client. It says 'download failed' and won't let me continue.,simple,software,medium,calm,Try restarting the download or check internet connection.,false
"Ugh, my Adobe Photoshop just crashed again! Can you please help me figure out why? I'm on a deadline and this is really annoying!",simple,software,low,frustrated,Check for updates or reinstall software if necessary.,false
"My computer crashed while I was in the middle of a project. It's been doing this for weeks, but it never had a problem before.",simple,software,low,frustrated,Check recent software updates.,false
I'm trying to install a new app but it says my OS is outdated. I just got this laptop and it's really annoying.,simple,software,medium,calm,Update your operating system to the latest version.,false
"HELP! Microsoft Word won't open and I have a deadline in an hour! This is ridiculous, it worked fine yesterday!",simple,software,low,panicked,Try reinstalling the MS Office suite.,false
Error message pops up when I start my laptop. It says my Outlook doesn't recognize the latest update.,simple,software,low,frustrated,Check for updates and reboot.,false
"I'm trying to install a new software, but it says I need permission from an administrator. Can you help?",simple,software,medium,calm,Run the installer as an admin.,false
Why does my PC keep freezing every hour?! It's so annoying! Please fix this ASAP!,simple,software,low,urgent,Check for disk errors and update drivers.,false
"I'm trying to install Adobe Reader on my work laptop, but it says 'file not found'.",simple,software,low,calm,Check download folder for corrupted file.,false
"The Microsoft Word shortcut keeps jumping around on my desktop, drives me crazy!!!",simple,software,medium,frustrated,Reset default program settings.,false
I'm getting an error message when trying to update Firefox on my home computer. It says something about a 'missing extension'.,simple,software,low,urgent,Check browser extensions for updates.,false
My Word document is frozen and won't move from the loading screen. Help!,simple,software,low,frustrated,Try closing and reopening the app.,false
"I'm trying to install a plugin for my Adobe Creative Cloud, but it's not showing up in the menu. Any ideas?",simple,software,medium,calm,Check if you installed it correctly or contact Adobe support.,false
I just got my new laptop and the login screen is stuck on 'Welcome to Windows'! Can you please help me?,simple,software,low,urgent,Try pressing Ctrl+Alt+F1 or F2 for a console login.,false
"I'm trying to install Adobe Photoshop, but it keeps crashing on my laptop. Can you help me?",simple,software,low,frustrated,Try reinstalling the app and updating graphics drivers.,false
"Hey, my Microsoft Office icons are all messed up! I'm using Windows 10, is this a known issue?",simple,software,medium,calm,Try reinstalling the Office suite or checking for updates.,false
"Ugh, my VLC media player won't play my MP3 files! I've tried restarting and updating, but nothing works. HELP!!",simple,software,low,panicked,Try reinstalling VLC or resetting its settings.,false
I'm trying to update Adobe Reader but it's stuck on the installation screen. Please help!,simple,software,low,frustrated,Try restarting the installer.,false
I accidentally updated my Microsoft Office suite and now it's causing issues with formatting. Can you fix?,simple,software,medium,calm,Try reverting the update and see if that resolves the issue.,false
HELP! My computer won't start because of some stupid Java error message. What do I do?!!,simple,software,low,panicked,Try uninstalling and re-installing the Java runtime.,false
I'm having trouble installing Adobe Reader on my work laptop. It says it's already installed but I know I didn't install it.,simple,software,low,frustrated,Reinstall Reader or check if another app is using the same installation directory.,false
Microsoft Word keeps crashing whenever I try to save my document. It's really frustrating!,simple,software,medium,urgent,Try closing unnecessary apps or restarting your computer to resolve the issue.,false
I've been trying to update my browser but it keeps failing. It's saying something about a missing dll file?,simple,software,low,confused,Check the browser's log files for more information and try updating again.,false
Microsoft Office not opening. I've tried restarting and it still doesn't work. Please help.,simple,software,low,calm,Try updating Microsoft Office to the latest version.,false
"Ugh, my Adobe Photoshop plugin just crashed AGAIN. Can you fix this? It's really annoying!",simple,software,medium,frustrated,Try reinstalling the Adobe Photoshop plugin or updating to the latest version.,false
I accidentally installed an older version of Java and now my Android Studio isn't working. Help me reverse this!,simple,software,low,calm,Uninstall the older Java version and install the latest one.,false
My Microsoft Office app keeps crashing when I try to open a document. Any ideas? Thanks!,simple,software,low,calm,try restarting the app,false
I can't believe my Adobe Photoshop just froze on me AGAIN! Please help! I have a deadline and I'm stuck.,simple,software,medium,frustrated,try closing other resource-intensive apps,false
"Hi, my Microsoft Teams won't let me log in. Error message says 'invalid username'. I'm sure it's just a simple password typo, right?",simple,software,low,calm,check your password and try re-logging in,false
"I'm trying to connect to my PostgreSQL database, but it's taking forever. Any idea why the connection is timing out?",simple,database,low,frustrated,Check timeout settings and adjust as needed.,false
"Hey, I'm having trouble querying my MySQL database. It seems like it's not recognizing the table even though it exists.",simple,database,medium,calm,Verify schema and table names for correct capitalization.,false
"Ugh, I'm getting a 'connection refused' error when trying to connect to my MongoDB instance. What's going on?!?",simple,database,low,panicked,Ensure the service is running and firewall rules are not blocking the connection.,false
Having trouble connecting to MySQL database. Getting 'Error 1045' message.,simple,database,medium,frustrated,Verify password and try reconnecting,false
Why can't I execute my query? Error message says 'no such table'. It's definitely there!,simple,database,low,confused,Check table name case and quotes if using,false
MongoDB issue: timed out after 30 seconds. My app is stuck.,simple,database,urgent,panicked,Increase connection timeout or use async queries,false
"I'm trying to connect to my local Postgres instance, but it's not recognizing my username/password. I've tried restarting the service and checking the files, but no luck.",simple,database,medium,frustrated,Check config file for typo or incorrect path,false
"Hi, I'm having trouble with my MySQL connection pooling. Sometimes it takes a few seconds to reconnect after a timeout. Can you help me optimize the settings?",simple,database,low,calm,Adjust max_connections and wait_timeout values,false
"Ugh, I've been getting random errors trying to query my MongoDB collection. It's like it's timing out or something! Please help me troubleshoot this ASAP.",simple,database,medium,urgent,Check replica set status and adjust timeout values if necessary,false
"Hi, I'm getting an error when trying to connect to my PostgreSQL database. It says 'server closed the connection unexpectedly'.",simple,database,low,calm,Check connection string and timeout settings.,false
"Ugh, I'm trying to query my MySQL database but it's timing out after 5 seconds. This is the fifth time this week! Help!",simple,database,medium,frustrated,Increase timeout value or optimize query performance.,false
I'm trying to connect to my MongoDB instance but I keep getting a 'connection refused' error. Any ideas?,simple,database,low,confused,Check if the server is running and check firewall rules.,false
"I'm trying to connect to my PostgreSQL database, but I get an error saying it's not listening. Can you please help me troubleshoot this?",simple,database,low,calm,Check the database service status and restart if necessary.,false
MySQL connection pool is not working! I'm getting timeouts all over the place. Please fix this ASAP!,simple,database,medium,frustrated,Verify connection pool settings and adjust timeout values.,false
"I'm trying to query my MongoDB collection, but it's taking forever. Can you tell me why my queries are so slow?",simple,database,low,confused,Check index usage and optimize your query syntax.,false
"I'm trying to connect to our MySQL database from my local machine, but it keeps timing out. Any ideas?",simple,database,medium,frustrated,Check network settings and firewall rules,false
"Hi, I'm having trouble with a PostgreSQL query. It's taking forever to run even with indices applied. Can you help?",simple,database,low,calm,Verify query syntax and index usage,false
"Ugh, MongoDB is driving me crazy! I'm trying to connect using the compass app, but it just won't authenticate. Please help!",simple,database,medium,panicked,Double-check credentials and network settings,false
I'm trying to connect to my database but it's timing out. Any ideas why?,simple,database,medium,frustrated,Check connection string and timeout settings.,false
"Can't seem to get a query running in PostgreSQL. Syntax error, I think? Help!",simple,database,low,calm,Double-check SQL syntax and query structure.,false
"MongoDB connection pool not working! Any suggestions or a hint would be awesome, thanks!",simple,database,medium,urgent,Check MongoDB config and verify connection details.,false
Error while querying database: SELECT statement timed out. Can't retrieve data.,simple,database,low,frustrated,Check timeout settings and query optimization.,false
I'm trying to connect to a PostgreSQL database but it's throwing an error saying 'connection refused'. Can you help?,simple,database,medium,calm,Verify connection details and check for blocking rules.,false
MONGO DB CONNECTION IS BROKEN!!! I just tried to insert data and it gave me an error saying the collection doesn't exist!,simple,database,low,panicked,Check MongoDB cluster status and ensure correct database selection.,false
Error connecting to MySQL database: 'Can't connect to MySQL server on localhost (4)'. Tried restarting and verifying credentials.,simple,database,low,frustrated,Check firewall settings and ensure correct port number,false
"Need help with PostgreSQL query. Trying to count unique values in a column, but getting unexpected results.",simple,database,medium,calm,Verify query syntax and column data type,false
MongoDB connection pooling not working. Users are getting errors: 'Connection to database closed'. It's been down for hours!!,simple,database,low,panicked,Check pool size and idle timeout settings,false
PostgreSQL connection pool timeout issue. Unable to execute query. Please resolve ASAP.,simple,database,medium,urgent,Check pool settings and adjust timeouts if needed,false
I'm trying to connect to my MongoDB database but I keep getting an error saying it's not available. Can you please help me figure out what's going on?,simple,database,low,frustrated,Check connection string and database status,false
I'm getting an error with my SQL query. It says 'unknown column' even though I'm sure the column exists. Can you help me troubleshoot this?,simple,database,medium,calm,Check query syntax and table schema for errors,false
"I'm trying to install new plugin for project management tool, but it keeps crashing with error message. Can someone help me troubleshoot?",moderate,software,medium,frustrated,Check plugin compatibility with current software version.,false
"Hey, my computer is freezing randomly after updating to new Windows build. Could you assist me in resolving this?",moderate,software,high,urgent,Check for conflicts with newly installed software or drivers.,false
"I'm having trouble launching Microsoft Office application on my laptop. It keeps prompting for a license key, even though I've already activated it. Any ideas?",moderate,software,medium,calm,Verify licensing information and ensure correct product key entry.,false
My Microsoft Office suite keeps crashing on startup. Error message says 'invalid file type'. This is affecting 3 users. Please help.,moderate,software,medium,frustrated,Try reinstalling Office or updating to latest version.,false
Hello! I'm trying to install Adobe Acrobat Reader but it keeps asking for a serial number even though I have the correct one. This is urgent!,moderate,software,high,urgent,Check if there's an update available or try installing it again.,false
"Hey, I'm having some issues with Microsoft Teams. Sometimes my messages don't send and other times they do. This is kinda confusing.",moderate,software,medium,confused,Check for updates or try restarting the app.,false
"I'm trying to install Office, but the download keeps failing. It says I need to update my .NET framework, but it won't let me do that either.",moderate,software,high,frustrated,Check for any active .NET updates and try the install again.,false
"When I open Excel, it takes forever to load. The other apps seem fine. Any idea why this might be happening?",moderate,software,medium,calm,Check for any corrupted add-ins or settings and try a profile reset.,false
My laptop won't turn on! I was just in the middle of an important project and now my machine is dead. Please help!,moderate,software,high,panicked,Try booting in safe mode to troubleshoot any hardware issues.,false
"Computer won't turn on after windows update. I've tried restarting, but nothing happens. Please help!",moderate,software,high,frustrated,Check system logs and restore previous Windows version if necessary.,false
"Error message keeps popping up saying 'Outlook not responding'. I've tried closing the app, but it persists. Can you troubleshoot?",moderate,software,medium,calm,Restart Outlook or check for any plugin conflicts.,false
"Adobe Flash player keeps crashing on my laptop. I've tried uninstalling and reinstalling, but the problem persists. Help!?!",moderate,software,high,panicked,Try updating Adobe Flash player or check for any malware.,false
My Word document won't open. It just crashes every time I try to edit it.,moderate,software,medium,frustrated,Check for corrupted file and try saving as a different format,false
I'm having trouble updating my Chrome browser. The download keeps failing.,moderate,software,medium,calm,Try re-downloading the update and disable any extensions causing issues,false
"Urgent! My Excel file keeps opening read-only mode, even though I've saved it multiple times!",moderate,software,high,urgent,Check file permissions and ensure you're saving in the correct location,false
Issue with Excel spreadsheet formatting after recent update. Data not displaying correctly.,moderate,software,medium,frustrated,Check for formatting plugin issues and update if necessary.,false
Can't launch new instance of Word after installing newest Office suite. Error message says 'unknown error'.,moderate,software,high,panicked,"Run the built-in troubleshooter and if issues persist, try reinstalling the application.",false
Chrome browser keeps crashing when I try to access certain websites. Tried restarting but no luck.,moderate,software,medium,calm,Try disabling any recently installed extensions and see if the issue persists.,false
"I'm trying to install the latest accounting software, but it says my license is invalid. I've checked everything and can't find the issue.",moderate,software,high,frustrated,Verify license details in account settings,false
The new HR module on our company's software is not saving changes. Can you help me figure out why? It was working fine yesterday.,moderate,software,medium,calm,Check for concurrent user issues or plugin conflicts,false
"Ugh, this is the third time today our sales tracking software has crashed on me! Can you please look into it? It's really affecting my workflow.",moderate,software,high,urgent,Check system logs for error patterns and potential plugin conflicts,false
My Chrome browser is freezing frequently and not responding. I've tried closing and reopening multiple times. It's really frustrating.,moderate,software,high,frustrated,Check extensions and update browser version,false
"I'm trying to install a new software but it keeps prompting for a serial number. I know I entered it correctly, can you help?",moderate,software,medium,calm,Verify serial number format and contact vendor if needed,false
"I'm having trouble opening Word documents on my laptop. They just won't open! I've tried different apps, rebooted, nothing works.",moderate,software,high,panicked,Check file associations and reinstall Microsoft Office if necessary,false
"I'm trying to install MS Office on my laptop, but it keeps failing with an error message saying 'invalid product key'.",moderate,software,medium,frustrated,Verify product key and check for any typos.,false
"I just got a new HP laptop and I'm trying to install Google Chrome, but it won't work. The error message says 'plugin failed'.",moderate,software,high,calm,Check for incompatible plugins or browser versions.,false
I'm getting a blue screen of death every time I try to open Adobe Photoshop! It's driving me crazy!!!,moderate,software,high,panicked,Try safe mode or system restore to troubleshoot the issue.,false
"My Adobe Acrobat app keeps crashing on startup. Tried reinstalling, no luck.",moderate,software,medium,frustrated,Check for updates and try repairing installation.,false
Having trouble installing new plugins on Excel. Getting error 'Plugin not found'.,moderate,software,high,calm,Verify plugin compatibility and try reinstalling.,false
Can't believe my browser keeps freezing after I updated to Chrome 92. So annoying!,moderate,software,medium,frustrated,Roll back to previous version or update browser extensions.,false
Database connection pool issue: queries timing out and not completing. Users reporting errors when trying to access data.,moderate,database,high,frustrated,Check pool settings and query queueing,false
Having issues with a MySQL query that's not returning expected results. Can you help me optimize it or provide an alternative?,moderate,database,medium,calm,Examine index usage and join order,false
MongoDB not replicating data across nodes. Users are seeing inconsistent data. Please help resolve this ASAP.,moderate,database,high,urgent,Verify replica set configuration and network connectivity,false
Error message saying connection timed out when trying to query MongoDB. Happens every hour. Need help figuring out why this is happening.,moderate,database,high,frustrated,Check network latency and connection settings,false
We're getting a lot of slow queries on our MySQL database. Users are reporting long load times. Can you help us optimize the database?,moderate,database,medium,calm,Index columns and adjust query parameters,false
PostgreSQL database randomly crashing every night. Users can't access data during this time. Please help us troubleshoot!,moderate,database,high,urgent,Check log files for error patterns and restart database processes,false
"I'm trying to query our database, but it's taking forever to return results. Sometimes it just hangs.",moderate,database,medium,frustrated,Check query timeout settings.,false
Error message says connection pool is exhausted. How do I clear it? It's impacting our sales report.,moderate,database,high,urgent,Restart the application server.,false
Mongodb query returning incorrect data. Users are seeing mixed results for their orders. Help!,moderate,database,medium,panicked,Verify MongoDB schema integrity.,false
"Hi, I'm experiencing issues connecting to our MySQL database. Error message says 'connection timed out' every time I try to run a query.",moderate,database,medium,frustrated,Check connection pool settings and timeout values,false
"Hey, I'm getting a weird error message when trying to run a SQL query in our MongoDB Atlas instance: 'invalid operation on non-existent collection'. Any ideas?",moderate,database,high,calm,Verify collection exists and data type matches expectations,false
"Ugh, I've been trying to run a simple query in our PostgreSQL database for the past hour, but it just keeps timing out! Any way you can help me troubleshoot this?",moderate,database,medium,panicked,Check query execution time and adjust configuration as needed,false
PostgreSQL database server is not responding. We've been getting 'timeout' errors for hours.,moderate,database,high,frustrated,Check connection pool settings and query execution plans.,false
"When I run a simple SQL query, it takes like 10 seconds to return. Why is MySQL so slow?",moderate,database,medium,calm,Look for inefficient queries or table fragmentation.,false
MONGO! Our MongoDB instance is constantly throwing exceptions. Users can't see data!,moderate,database,high,urgent,Check for corrupted data or incorrect schema definitions.,false
"Issue with my PostgreSQL database: when I try to query, it takes over 30 seconds to complete. This is causing delay in our daily reports.",moderate,database,high,frustrated,Check query timeout settings and adjust as needed,false
